0-50, State-gov, 77516, AdvancedDegree, 13, NonMarried, Adm-clerical, Not-in-family, Occident, Male, 2174, 0, 40, United-States, <=50K
0-50, Private, 37933, AdvancedDegree, 13, NonMarried, Exec-managerial, Unmarried, Orient, Female, 0, 0, 40, United-States, <=50K
50-100, Self-emp-not-inc, 291529, AdvancedDegree, 13, Married, Exec-managerial, Husband, Occident, Male, 4386, 0, 13, United-States, >50K
0-50, Private, 376416, AdvancedDegree, 13, NonMarried, Adm-clerical, Not-in-family, Occident, Male, 0, 0, 40, United-States, <=50K
0-50, Private, 263612, BasicDegree, 10, NonMarried, Adm-clerical, Own-child, Orient, Female, 0, 0, 40, Haiti, <=50K
0-50, Private, 227471, BasicDegree, 9, NonMarried, Handlers-cleaners, Own-child, Occident, Male, 0, 0, 24, United-States, <=50K
0-50, Private, 191103, BasicDegree, 9, NonMarried, Other-service, Not-in-family, Occident, Male, 0, 0, 40, United-States, <=50K
0-50, Private, 35644, BasicDegree, 10, Married, Craft-repair, Husband, Occident, Male, 0, 0, 40, United-States, >50K
0-50, Self-emp-not-inc, 227298, AdvancedDegree, 13, NonMarried, Sales, Not-in-family, Occident, Male, 0, 0, 45, United-States, <=50K
0-50, State-gov, 187508, BasicDegree, 10, NonMarried, Handlers-cleaners, Own-child, Occident, Male, 0, 0, 40, United-States, <=50K
0-50, Private, 184378, BasicDegree, 10, Married, Sales, Husband, Occident, Male, 0, 0, 60, Puerto-Rico, <=50K
50-100, Self-emp-not-inc, 190333, BasicDegree, 9, Married, Farming-fishing, Not-in-family, Occident, Male, 0, 0, 25, United-States, <=50K
0-50, Private, 155372, BasicDegree, 9, Married, Machine-op-inspct, Unmarried, Occident, Female, 0, 0, 36, United-States, <=50K
0-50, Private, 259882, BasicDegree, 11, NonMarried, Sales, Unmarried, Orient, Female, 0, 0, 6, United-States, <=50K
0-50, Private, 217077, BasicDegree, 9, Married, Sales, Husband, Occident, Male, 0, 0, 50, United-States, <=50K
0-50, Private, 103596, BasicDegree, 11, Married, Transport-moving, Husband, Occident, Male, 0, 0, 40, United-States, <=50K
0-50, Local-gov, 188236, BasicDegree, 9, Married, Adm-clerical, Wife, Occident, Female, 0, 0, 40, United-States, >50K
0-50, Private, 353010, AdvancedDegree, 13, NonMarried, Adm-clerical, Not-in-family, Occident, Male, 0, 0, 10, United-States, <=50K
0-50, Local-gov, 70655, BasicDegree, 9, Married, Farming-fishing, Not-in-family, Occident, Male, 0, 0, 40, United-States, <=50K
0-50, Self-emp-inc, 64874, AdvancedDegree, 12, NonMarried, Sales, Own-child, Occident, Male, 0, 0, 40, United-States, <=50K
0-50, Federal-gov, 219240, BasicDegree, 9, Married, Adm-clerical, Unmarried, Occident, Female, 0, 0, 22, United-States, <=50K
50-100, Self-emp-inc, 104849, BasicDegree, 15, Married, Prof-specialty, Husband, Orient, Male, 0, 0, 40, India, <=50K
0-50, Private, 173590, AdvancedDegree, 14, Married, Exec-managerial, Husband, Occident, Male, 0, 0, 50, United-States, >50K
0-50, Private, 412316, BasicDegree, 9, NonMarried, Sales, Other-relative, Orient, Male, 0, 0, 40, ?, <=50K
50-100, Self-emp-inc, 195835, BasicDegree, 9, Married, Exec-managerial, Husband, Occident, Male, 0, 0, 40, United-States, <=50K
50-100, Local-gov, 170579, BasicDegree, 9, Married, Transport-moving, Husband, Occident, Male, 0, 0, 40, United-States, >50K
50-100, Federal-gov, 230545, BasicDegree, 9, NonMarried, Adm-clerical, Unmarried, Occident, Female, 0, 0, 35, Puerto-Rico, <=50K
50-100, Private, 162297, BasicDegree, 9, Married, Sales, Unmarried, Occident, Female, 0, 0, 20, United-States, <=50K
0-50, Private, 169549, BasicDegree, 9, Married, Craft-repair, Husband, Occident, Male, 0, 0, 40, United-States, >50K
0-50, Private, 117528, AdvancedDegree, 13, NonMarried, Other-service, Other-relative, Occident, Female, 0, 0, 45, United-States, <=50K
0-50, Private, 273876, AdvancedDegree, 13, NonMarried, Sales, Not-in-family, Occident, Male, 0, 0, 65, United-States, <=50K
0-50, Private, 529104, BasicDegree, 7, Married, Handlers-cleaners, Husband, Occident, Male, 0, 0, 50, United-States, <=50K
0-50, State-gov, 456110, BasicDegree, 7, Married, Transport-moving, Unmarried, Occident, Female, 0, 0, 52, United-States, <=50K
0-50, ?, 180868, BasicDegree, 7, NonMarried, ?, Not-in-family, Orient, Female, 0, 0, 40, United-States, <=50K
0-50, Private, 170301, BasicDegree, 9, Married, Adm-clerical, Wife, Occident, Female, 2829, 0, 40, United-States, <=50K
0-50, Private, 55717, BasicDegree, 9, NonMarried, Craft-repair, Not-in-family, Occident, Male, 0, 0, 40, United-States, <=50K
0-50, Private, 166181, BasicDegree, 10, NonMarried, Adm-clerical, Own-child, Orient, Female, 0, 0, 36, United-States, <=50K
0-50, Private, 52242, BasicDegree, 9, Married, Sales, Wife, Occident, Female, 0, 0, 40, United-States, >50K
0-50, Private, 224629, AdvancedDegree, 14, NonMarried, Exec-managerial, Not-in-family, Orient, Male, 0, 0, 30, Cuba, <=50K
0-50, Private, 197997, BasicDegree, 9, NonMarried, Craft-repair, Not-in-family, Occident, Male, 0, 0, 40, United-States, <=50K
0-50, Private, 46144, BasicDegree, 10, Married, Handlers-cleaners, Unmarried, Occident, Female, 0, 0, 40, United-States, <=50K
0-50, State-gov, 180871, AdvancedDegree, 13, Married, Adm-clerical, Husband, Occident, Male, 0, 0, 55, United-States, <=50K
0-50, Private, 212311, BasicDegree, 10, NonMarried, Adm-clerical, Unmarried, Orient, Female, 0, 0, 40, United-States, <=50K
0-50, Private, 232874, AdvancedDegree, 13, Married, Tech-support, Husband, Occident, Male, 0, 0, 40, United-States, <=50K
50-100, Private, 175999, BasicDegree, 9, Married, Machine-op-inspct, Husband, Occident, Male, 0, 0, 40, United-States, <=50K
0-50, Private, 177121, BasicDegree, 10, Married, Other-service, Not-in-family, Occident, Female, 0, 0, 58, United-States, <=50K
50-100, Private, 299358, BasicDegree, 9, Married, Other-service, Other-relative, Occident, Female, 0, 1719, 25, United-States, <=50K
0-50, ?, 326624, BasicDegree, 9, NonMarried, ?, Own-child, Occident, Female, 0, 0, 40, United-States, <=50K
50-100, Private, 129836, BasicDegree, 9, Married, Other-service, Wife, Occident, Female, 0, 0, 10, United-States, <=50K
0-50, Private, 225515, AdvancedDegree, 13, NonMarried, Exec-managerial, Not-in-family, Occident, Female, 0, 0, 40, United-States, <=50K
50-100, Private, 145664, BasicDegree, 10, Married, Sales, Not-in-family, Occident, Female, 0, 0, 48, United-States, <=50K
0-50, Private, 151764, BasicDegree, 10, Married, Exec-managerial, Husband, Occident, Male, 0, 0, 50, United-States, <=50K
0-50, Private, 183523, BasicDegree, 10, Married, Transport-moving, Husband, Occident, Male, 0, 0, 40, United-States, >50K
50-100, Private, 257869, BasicDegree, 10, Married, Other-service, Not-in-family, Occident, Male, 0, 0, 28, Columbia, <=50K
0-50, Private, 73025, BasicDegree, 9, Married, Other-service, Husband, Orient, Male, 0, 0, 30, China, <=50K
0-50, Private, 165532, BasicDegree, 8, NonMarried, Other-service, Own-child, Occident, Male, 0, 0, 15, United-States, <=50K
50-100, Federal-gov, 140035, BasicDegree, 9, Married, Adm-clerical, Husband, Occident, Male, 0, 0, 40, United-States, >50K
0-50, Self-emp-not-inc, 325159, BasicDegree, 10, Married, Tech-support, Husband, Occident, Male, 0, 0, 50, United-States, >50K
50-100, Federal-gov, 161926, BasicDegree, 9, Married, Prof-specialty, Husband, Occident, Male, 0, 0, 8, United-States, <=50K
0-50, Private, 163665, BasicDegree, 9, NonMarried, Other-service, Not-in-family, Occident, Female, 2174, 0, 40, United-States, <=50K
0-50, Private, 106938, BasicDegree, 9, Married, Tech-support, Wife, Orient, Female, 0, 0, 38, United-States, <=50K
0-50, Private, 97453, BasicDegree, 9, Married, Exec-managerial, Unmarried, Occident, Female, 0, 0, 40, United-States, <=50K
0-50, Local-gov, 242464, BasicDegree, 9, Married, Protective-serv, Husband, Occident, Male, 3103, 0, 40, United-States, >50K
50-100, Private, 155233, AdvancedDegree, 13, NonMarried, Adm-clerical, Not-in-family, Occident, Female, 14084, 0, 40, United-States, >50K
0-50, Private, 248653, BasicDegree, 2, NonMarried, Handlers-cleaners, Not-in-family, Occident, Male, 0, 0, 37, Mexico, <=50K
0-50, Private, 59313, BasicDegree, 8, Married, Transport-moving, Not-in-family, Orient, Male, 0, 0, 45, ?, <=50K
0-50, Private, 141297, BasicDegree, 10, NonMarried, Tech-support, Own-child, Occident, Male, 0, 0, 40, United-States, <=50K
0-50, Private, 227325, BasicDegree, 10, NonMarried, Craft-repair, Not-in-family, Occident, Male, 0, 0, 40, United-States, <=50K
50-100, Private, 123653, BasicDegree, 3, Married, Other-service, Not-in-family, Occident, Male, 0, 0, 12, Italy, <=50K
50-100, Federal-gov, 176317, BasicDegree, 6, Married, Other-service, Not-in-family, Occident, Female, 0, 0, 37, United-States, <=50K
0-50, Self-emp-not-inc, 77146, BasicDegree, 9, Married, Craft-repair, Husband, Occident, Male, 2829, 0, 45, United-States, <=50K
0-50, Private, 169124, AdvancedDegree, 13, NonMarried, Adm-clerical, Own-child, Occident, Male, 0, 0, 40, United-States, <=50K
0-50, Private, 179413, BasicDegree, 9, NonMarried, Craft-repair, Unmarried, Occident, Male, 0, 0, 40, United-States, <=50K
0-50, Private, 180137, BasicDegree, 10, Married, Exec-managerial, Unmarried, Occident, Male, 0, 0, 60, United-States, <=50K
0-50, State-gov, 179319, BasicDegree, 6, NonMarried, Other-service, Own-child, Occident, Male, 0, 0, 30, United-States, <=50K
0-50, Private, 45766, BasicDegree, 10, NonMarried, Handlers-cleaners, Not-in-family, Occident, Male, 0, 0, 45, United-States, <=50K
50-100, Private, 152810, AdvancedDegree, 14, Married, Exec-managerial, Husband, Occident, Male, 0, 1977, 55, United-States, >50K
50-100, Private, 214052, BasicDegree, 3, Married, Machine-op-inspct, Unmarried, Occident, Female, 0, 0, 40, United-States, <=50K
0-50, Private, 201141, BasicDegree, 9, NonMarried, Adm-clerical, Own-child, Occident, Female, 0, 0, 37, United-States, <=50K
50-100, Self-emp-not-inc, 43599, BasicDegree, 9, Married, Other-service, Not-in-family, Occident, Male, 0, 0, 20, United-States, <=50K
0-50, Private, 292536, BasicDegree, 10, NonMarried, Transport-moving, Not-in-family, Occident, Male, 0, 0, 50, United-States, <=50K
0-50, Private, 82161, AdvancedDegree, 13, NonMarried, Adm-clerical, Not-in-family, Occident, Male, 0, 0, 40, United-States, <=50K
0-50, Private, 180656, BasicDegree, 10, Married, Craft-repair, Not-in-family, Occident, Male, 0, 0, 40, ?, <=50K
0-50, Private, 181370, BasicDegree, 10, NonMarried, Other-service, Own-child, Orient, Male, 0, 0, 40, United-States, <=50K
50-100, Private, 148623, BasicDegree, 15, Married, Prof-specialty, Husband, Occident, Male, 0, 0, 35, United-States, >50K
50-100, Private, 84399, BasicDegree, 9, Married, Machine-op-inspct, Husband, Orient, Male, 0, 0, 40, United-States, <=50K
0-50, Private, 143331, BasicDegree, 6, NonMarried, Sales, Own-child, Occident, Male, 0, 0, 15, United-States, <=50K
0-50, Federal-gov, 48779, AdvancedDegree, 13, Married, Prof-specialty, Husband, Occident, Male, 0, 0, 40, United-States, <=50K
0-50, ?, 175495, BasicDegree, 9, NonMarried, ?, Own-child, Orient, Female, 0, 0, 24, United-States, <=50K
50-100, Private, 83542, BasicDegree, 9, NonMarried, Other-service, Not-in-family, Occident, Male, 0, 0, 40, United-States, <=50K
50-100, Private, 214619, BasicDegree, 10, Married, Craft-repair, Husband, Occident, Male, 0, 0, 40, United-States, <=50K
0-50, Private, 160035, BasicDegree, 10, Married, Machine-op-inspct, Not-in-family, Occident, Male, 0, 0, 40, United-States, <=50K
0-50, Federal-gov, 39603, BasicDegree, 10, NonMarried, Craft-repair, Unmarried, Occident, Male, 0, 0, 40, United-States, <=50K
0-50, Private, 181589, AdvancedDegree, 13, NonMarried, Adm-clerical, Not-in-family, Occident, Female, 0, 0, 32, Columbia, <=50K
0-50, Private, 261511, BasicDegree, 9, Married, Craft-repair, Husband, Occident, Male, 0, 0, 40, United-States, <=50K
0-50, Private, 29522, BasicDegree, 10, Married, Sales, Wife, Occident, Female, 0, 0, 40, United-States, <=50K
0-50, Private, 36340, BasicDegree, 9, NonMarried, Adm-clerical, Unmarried, Occident, Female, 0, 0, 24, United-States, <=50K
0-50, Private, 320984, BasicDegree, 15, Married, Prof-specialty, Husband, Occident, Male, 99999, 0, 65, United-States, >50K
50-100, ?, 403625, BasicDegree, 10, Married, ?, Husband, Orient, Male, 0, 0, 60, United-States, >50K
0-50, Private, 122346, BasicDegree, 9, NonMarried, Sales, Own-child, Occident, Male, 0, 0, 40, United-States, <=50K
0-50, Private, 105794, BasicDegree, 15, NonMarried, Prof-specialty, Not-in-family, Occident, Female, 14084, 0, 50, United-States, >50K
50-100, Private, 152883, BasicDegree, 9, Married, Adm-clerical, Not-in-family, Orient, Female, 0, 0, 40, United-States, <=50K
0-50, State-gov, 123037, BasicDegree, 10, NonMarried, Tech-support, Not-in-family, Occident, Male, 0, 0, 13, United-States, <=50K
0-50, ?, 339682, BasicDegree, 3, Married, ?, Husband, Occident, Male, 0, 0, 40, Mexico, <=50K
0-50, Private, 182074, BasicDegree, 9, NonMarried, Adm-clerical, Other-relative, Occident, Male, 0, 0, 40, United-States, <=50K
0-50, Private, 248588, BasicDegree, 8, Married, Other-service, Not-in-family, Occident, Female, 0, 0, 40, United-States, <=50K
0-50, Private, 187584, BasicDegree, 9, Married, Protective-serv, Husband, Occident, Male, 0, 0, 40, Canada, <=50K
0-50, Private, 46706, BasicDegree, 9, NonMarried, Other-service, Own-child, Occident, Male, 0, 0, 40, United-States, <=50K
0-50, Private, 190290, AdvancedDegree, 12, Married, Prof-specialty, Husband, Occident, Male, 0, 0, 40, United-States, >50K
0-50, Self-emp-not-inc, 247294, BasicDegree, 9, Married, Craft-repair, Husband, Occident, Male, 0, 0, 30, Peru, <=50K
0-50, Private, 117779, AdvancedDegree, 13, NonMarried, Prof-specialty, Own-child, Occident, Male, 0, 0, 40, United-States, <=50K
0-50, Private, 121602, BasicDegree, 9, Married, Machine-op-inspct, Husband, Occident, Male, 0, 0, 40, United-States, <=50K
0-50, Private, 451744, BasicDegree, 9, NonMarried, Craft-repair, Not-in-family, Occident, Male, 0, 0, 50, United-States, <=50K
0-50, Private, 107793, BasicDegree, 9, Married, Other-service, Own-child, Occident, Male, 2174, 0, 40, United-States, <=50K
0-50, Private, 339772, BasicDegree, 9, Married, Handlers-cleaners, Husband, Orient, Male, 0, 0, 40, United-States, <=50K
0-50, Private, 185582, BasicDegree, 10, NonMarried, Sales, Own-child, Occident, Male, 0, 0, 43, United-States, <=50K
0-50, Private, 260614, BasicDegree, 9, Married, Machine-op-inspct, Husband, Occident, Male, 0, 0, 40, United-States, <=50K
0-50, Local-gov, 53220, BasicDegree, 9, NonMarried, Adm-clerical, Own-child, Orient, Female, 0, 0, 40, United-States, <=50K
0-50, Private, 213844, BasicDegree, 9, Married, Craft-repair, Wife, Orient, Female, 0, 0, 42, United-States, >50K
0-50, Private, 213226, BasicDegree, 9, Married, Craft-repair, Husband, Occident, Male, 0, 0, 60, United-States, <=50K
0-50, Private, 58582, AdvancedDegree, 13, NonMarried, Craft-repair, Own-child, Occident, Male, 0, 0, 10, United-States, <=50K
50-100, Private, 193116, BasicDegree, 6, Married, Transport-moving, Husband, Occident, Male, 0, 0, 45, United-States, <=50K
0-50, Local-gov, 201410, AdvancedDegree, 13, Married, Exec-managerial, Husband, Occident, Male, 0, 0, 40, United-States, >50K
0-50, Private, 190525, AdvancedDegree, 13, Married, Exec-managerial, Husband, Occident, Male, 0, 0, 46, United-States, >50K
50-100, Self-emp-not-inc, 138285, AdvancedDegree, 12, Married, Other-service, Husband, Occident, Male, 0, 0, 40, Iran, <=50K
50-100, Private, 111939, AdvancedDegree, 13, Married, Prof-specialty, Husband, Occident, Male, 0, 0, 50, United-States, >50K
50-100, Private, 109277, BasicDegree, 5, Married, Machine-op-inspct, Husband, Occident, Male, 0, 0, 48, United-States, <=50K
0-50, Private, 331539, AdvancedDegree, 13, Married, Exec-managerial, Husband, Orient, Male, 0, 0, 50, China, >50K
0-50, Private, 396745, AdvancedDegree, 13, Married, Prof-specialty, Husband, Occident, Male, 0, 2415, 48, United-States, >50K
0-50, Private, 126675, BasicDegree, 9, Married, Craft-repair, Husband, Occident, Male, 0, 0, 40, United-States, <=50K
50-100, Self-emp-not-inc, 349022, BasicDegree, 9, Married, Sales, Husband, Occident, Male, 0, 0, 33, United-States, <=50K
0-50, ?, 98145, BasicDegree, 10, Married, ?, Unmarried, Occident, Male, 0, 0, 30, United-States, <=50K
0-50, Private, 234901, BasicDegree, 10, Married, Sales, Husband, Occident, Male, 0, 0, 50, Germany, >50K
0-50, Private, 100681, BasicDegree, 10, NonMarried, Adm-clerical, Not-in-family, Occident, Male, 2463, 0, 40, United-States, <=50K
0-50, Self-emp-not-inc, 265097, BasicDegree, 9, Married, Transport-moving, Husband, Occident, Male, 0, 0, 45, United-States, >50K
50-100, Private, 237379, BasicDegree, 6, Married, Transport-moving, Husband, Occident, Male, 0, 0, 40, United-States, <=50K
0-50, Private, 44793, BasicDegree, 10, NonMarried, Adm-clerical, Not-in-family, Occident, Male, 0, 0, 65, United-States, <=50K
0-50, Private, 270942, BasicDegree, 9, NonMarried, Other-service, Other-relative, Occident, Male, 0, 0, 35, Mexico, <=50K
50-100, Private, 193622, BasicDegree, 9, Married, Craft-repair, Unmarried, Occident, Male, 0, 0, 40, United-States, <=50K
50-100, Local-gov, 187749, AdvancedDegree, 12, Married, Adm-clerical, Husband, Orient, Male, 0, 0, 20, Philippines, <=50K
0-50, Private, 160178, BasicDegree, 10, Married, Adm-clerical, Not-in-family, Occident, Female, 0, 0, 38, United-States, <=50K
0-50, Private, 680390, BasicDegree, 9, Married, Adm-clerical, Unmarried, Occident, Female, 0, 0, 20, United-States, <=50K
0-50, Private, 96245, AdvancedDegree, 12, Married, Prof-specialty, Husband, Occident, Male, 0, 0, 50, United-States, <=50K
0-50, Private, 34803, BasicDegree, 9, NonMarried, Exec-managerial, Not-in-family, Occident, Female, 0, 0, 40, United-States, <=50K
0-50, Private, 170091, BasicDegree, 10, NonMarried, Other-service, Own-child, Occident, Female, 0, 0, 35, United-States, <=50K
